Ref_Num,Paper_Authors,Variable_Number,PD_Species,Bird_Species,Bird_Category,Country,State_Province,Loc_Name,Tribal_Land,Habitat_Type,Habitat_Type_1,Habitat_Type_2,Habitat_Type_3,Habitat_Type_4,Lat,Long,Ref_Num_BCR,BCR,BCRNAME,Start_Year,End_Year,Study_Duration,Season,Months,Sampling_Period,Sampling_Period_1,Sampling_Period_2,Sampling_Period_3,Sampling_Period_4,Patch_Size_ha,Grazing_Regime,Fire_Regime,Mean_PD_Size,Total_PD_Size,Min_PD_Size,Max_PD_Size,Effect_Type,Survey_Type,Sampling_Scheme,Abundance_Variable,Abundance_Units,Abundance_Test,Alpha_Variable,Alpha_Units,Alpha_Test,Beta_Variable,Beta_Units,Beta_Test,Demo_Variable_1,Demo_Units_1,Demo_Test_1,Demo_Variable_2,Demo_Units_2,Demo_Test_2,Diet_Variable_1,Diet_Units_1,Diet_Test_1,Diet_Variable_2,Diet_Units_2,Diet_Test_2,Summary_Data,Sample_Size_Count,Sample_Size_Units,Variance,Effect_Size,Data_Text,Data_Figures,Data_Availability,Conclusions,Evidence_Strength,Hypothesis_1,Hypothesis_2,Hypothesis_3,Descriptive_only
77,"Ray, JD; McIntyre, NE; Wallace, MC; Teaschner, AP; Schoenhals, MG",2,BTPD,BUOW,BUOW,USA,TX,Lubbock,No,"Shortgrass Prairie, Urban, Agriculture",Shortgrass Prairie,Urban,Agriculture,NA,33.665837,-101.779272,77,18,SHORTGRASS PRAIRIE,2002,2004,3,Summer,June-Aug,Breeding Season,Breeding Season,NA,NA,NA,Not specified,Cattle,Not specified (presumably suppressed),17.29,103.74,3.1,37.15,Nesting,Nest searching,Nest searching + mark recapture,NA,NA,NA,NA,NA,NA,NA,NA,NA,Productivity,max young/pair,Pearson rank correlation,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reported,98,BUOW pairs,Not calculating,Not calculating,Yes,No,Not mentioned,"There was a positive relationship between the number of BUOW pairs and PD colony size, as well as the number of pairs and burrow density. However, burrow density and vegetative indices did not predict breeding productivity. ",Moderate,Supports,NA,NA,No
78,"Restani, M; Rau, LR; Flath, DL",1,BTPD,BUOW,BUOW,USA,ND,Little Missouri NG,No,"Mixed-grass Prairie, Badlands, Agriculture",Mixed-grass Prairie,Badlands,Agriculture,NA,47.09908,-103.539523,78,17,BADLANDS AND PRAIRIES,2001,2004,4,Spring/Summer,May-Aug,Breeding Season,Breeding Season,NA,NA,NA,"416,037",Cattle,Not specified (presumably suppressed),24.6,"1,745",Not specified,Not specified,Occurrence,Nest searching,"Nest searching, brood counts",Relative abundance,Avg pairs/colony,Multiple linear regression,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reported,160,BUOW nests,Not calculating,Not calculating,Yes,No,Not mentioned,Presence of pairie dog colonies were important for the number of owls/colony at the 2000 m scale and highly important for reproductive success. Agricultural land and crested wheatgrass were also important.,Moderate,Supports,NA,NA,No
78,"Restani, M; Rau, LR; Flath, DL",2,BTPD,BUOW,BUOW,USA,ND,Little Missouri NG,No,"Mixed-grass Prairie, Badlands, Agriculture",Mixed-grass Prairie,Badlands,Agriculture,NA,47.09908,-103.539523,78,17,BADLANDS AND PRAIRIES,2001,2004,4,Spring/Summer,May-Aug,Breeding Season,Breeding Season,NA,NA,NA,"416,037",Cattle,Not specified (presumably suppressed),24.6,"1,745",Not specified,Not specified,Nesting,Nest searching,"Nest searching, brood counts",NA,NA,NA,NA,NA,NA,NA,NA,NA,Nest success,Avg brood size,Linear regression,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reported,160,BUOW nests,Not calculating,Not calculating,Yes,No,Not mentioned,Presence of pairie dog colonies were important for the number of owls/colony at the 2000 m scale and highly important for reproductive success. Agricultural land and crested wheatgrass were also important.,Moderate,Supports,NA,NA,No
79,"Restani, M; Rau, LR; Flath, DL",3,BTPD,BUOW,BUOW,USA,MT,Montana (SE),No,"Mixed-grass Prairie, Badlands, Agriculture",Mixed-grass Prairie,Badlands,Agriculture,NA,46.503507,-105.589673,79,17,BADLANDS AND PRAIRIES,1998,1998,1,Spring/Summer,May-Aug,Breeding Season,Breeding Season,NA,NA,NA,"40,000",Cattle,Not specified (presumably suppressed),19.5,"1,425",Not specified,Not specified,Diet,Nest searching,Nest searching on PD towns,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Frequency,%,NA,NA,NA,NA,Reported,13,BUOW nests,Not calculating,Not calculating,Yes,No,Not mentioned,"Burrow density, town size, and recreational shooting did not predict BUOW occurrence or productivity. However, BUOW did select for nest sites nearer to active prairie dog burrows, which may have been due to anti-predator behavior. The authors did not conduct statistical tests on their diet results, but the grasshoppers and beetles were the most frequent prey items, while meadowlarks and small mammals were responsible for the most % biomass.",Weak,Equivocal,NA,NA,Yes
79,"Restani, M; Rau, LR; Flath, DL",4,BTPD,BUOW,BUOW,USA,MT,Montana (SE),No,"Mixed-grass Prairie, Badlands, Agriculture",Mixed-grass Prairie,Badlands,Agriculture,NA,46.503507,-105.589673,79,17,BADLANDS AND PRAIRIES,1998,1998,1,Spring/Summer,May-Aug,Breeding Season,Breeding Season,NA,NA,NA,"40,000",Cattle,Not specified (presumably suppressed),19.5,"1,425",Not specified,Not specified,Diet,Nest searching,Nest searching on PD towns,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Biomass,%,NA,NA,NA,NA,Reported,13,BUOW nests,Not calculating,Not calculating,Yes,No,Not mentioned,"Burrow density, town size, and recreational shooting did not predict BUOW occurrence or productivity. However, BUOW did select for nest sites nearer to active prairie dog burrows, which may have been due to anti-predator behavior. The authors did not conduct statistical tests on their diet results, but the grasshoppers and beetles were the most frequent prey items, while meadowlarks and small mammals were responsible for the most % biomass.",Weak,Equivocal,NA,NA,Yes
79,"Restani, M; Rau, LR; Flath, DL",1,BTPD,BUOW,BUOW,USA,MT,Montana (SE),No,"Mixed-grass Prairie, Badlands, Agriculture",Mixed-grass Prairie,Badlands,Agriculture,NA,46.503507,-105.589673,79,17,BADLANDS AND PRAIRIES,1998,1998,1,Spring/Summer,May-Aug,Breeding Season,Breeding Season,NA,NA,NA,"40,000",Cattle,Not specified (presumably suppressed),19.5,"1,425",Not specified,Not specified,Occurrence,Area search,Nest searching on PD towns,Presence/absence,Binary,t-test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reported,13,BUOW nests,Not calculating,Not calculating,Yes,No,Not mentioned,"Burrow density, town size, and recreational shooting did not predict BUOW occurrence or productivity. However, BUOW did select for nest sites nearer to active prairie dog burrows, which may have been due to anti-predator behavior. The authors did not conduct statistical tests on their diet results, but the grasshoppers and beetles were the most frequent prey items, while meadowlarks and small mammals were responsible for the most % biomass.",Weak,Supports,NA,NA,No
79,"Restani, M; Rau, LR; Flath, DL",2,BTPD,BUOW,BUOW,USA,MT,Montana (SE),No,"Mixed-grass Prairie, Badlands, Agriculture",Mixed-grass Prairie,Badlands,Agriculture,NA,46.503507,-105.589673,79,17,BADLANDS AND PRAIRIES,1998,1998,1,Spring/Summer,May-Aug,Breeding Season,Breeding Season,NA,NA,NA,"40,000",Cattle,Not specified (presumably suppressed),19.5,"1,425",Not specified,Not specified,Nesting,Nest searching,Nest searching on PD towns,NA,NA,NA,NA,NA,NA,NA,NA,NA,Productivity,young/pair,Not specified,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reported,13,BUOW nests,Not calculating,Not calculating,Yes,No,Not mentioned,"Burrow density, town size, and recreational shooting did not predict BUOW occurrence or productivity. However, BUOW did select for nest sites nearer to active prairie dog burrows, which may have been due to anti-predator behavior. The authors did not conduct statistical tests on their diet results, but the grasshoppers and beetles were the most frequent prey items, while meadowlarks and small mammals were responsible for the most % biomass.",Weak,Supports,NA,NA,No
81,"Thiele, JP; Bakker, KK; Dieter, CD",1,BTPD,BUOW,BUOW,USA,SD,South Dakota (western),Yes,"Mixed-grass Prairie, Agriculture",Mixed-grass Prairie,Agriculture,NA,NA,44.558156,-100.95935,81,17,BADLANDS AND PRAIRIES,2011,2011,1,Spring/Summer,May-Aug,Breeding Season,Breeding Season,NA,NA,NA,"19,973,000",Cattle,Not specified (presumably suppressed),Not specified,Not specified,Not specified,Not specified,Nesting,Nest searching,Nest searching on PD colonies,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nest prescence/absence,Binary,Logistic regression,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reported,107,PD colonies,Not calculating,Not calculating,Yes,No,Not mentioned,"Nesting habitat selection occurred at multiple scales. BUOW avoided trees near prairie dog towns at the landscape scale and selected areas with reduced visual obstruction at the nest site level. Bare ground and forb cover were positive indicators at the nest level as well, but were comparatively weaker in the model. All of these variables pertain to effects of PD habitat modification.",Strong,Supports,NA,NA,No
82,"Thiele, JP; Bakker, KK; Dieter, CSD",1,BTPD,BUOW,BUOW,USA,SD,South Dakota (western),Yes,"Mixed-grass Prairie, Agriculture",Mixed-grass Prairie,Agriculture,NA,NA,44.558156,-100.95935,82,17,BADLANDS AND PRAIRIES,2010,2011,2,Spring/Summer,Apr-Aug,Breeding Season,Breeding Season,NA,NA,NA,"19,973,000",Cattle,Not specified (presumably suppressed),Not specified,Not specified,Not specified,Not specified,Occurrence,Point count,Point counts with playback,Presence/absence,Binary,Logistic regression,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reported,1236,PD colonies,Not calculating,Not calculating,Yes,No,Not mentioned,"For all landscape variables assessed, the absence of trees was the variable that best predicted Burrowing Owl occupancy of prairie dog colonies, although lack of variance explained suggests fine scale factors are more important.",Moderate,Supports,NA,NA,No
83,Plumpton and Lutz,1,BTPD,BUOW,BUOW,USA,CO,Denver,No,"Shortgrass Prairie, Mixed-grass Prairie, Urban",Shortgrass Prairie,Mixed-grass Prairie,Urban,NA,39.815274,-104.88255,83,18,SHORTGRASS PRAIRIE,1990,1991,2,Spring/Summer,Not specified,Breeding Season,Breeding Season,NA,NA,NA,"6,470",No grazer,Not specified (presumably suppressed),Not specified,Not specified,Not specified,Not specified,Nesting,Nest searching,Comparison of nest sites to random sites,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nest site selection,NA,t-test or Wilcoxon,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reported,46,BUOW nests,Not calculating,Not calculating,Yes,No,Not mentioned,Burrowing Owls selected BTPD towns with greater burrow density and % bare ground cover,Moderate,Supports,NA,NA,No
84,Sidle et al,1,BTPD,BUOW,BUOW,USA,"ND, SD, WY, NE, CO, KS, OK, NM, TX",Regionwide (NA),No,"Mixed-grass Prairie, Shortgrass Prairie",Mixed-grass Prairie,Shortgrass Prairie,NA,NA,41.872726,-102.789102,84,18,SHORTGRASS PRAIRIE,1998,1998,1,Spring/Summer,June-Aug,Breeding Season,Breeding Season,NA,NA,NA,"1,500,000",Cattle,Not specified (presumably suppressed),Not specified,"17,075",Not specified,Not specified,Occurrence,Transect,Visual surveys of BUOW on active and inactive colonies,Presence/absence,Binary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reported,582,PD colonies,Not calculating,Not calculating,Yes,No,Not mentioned,Burrowing Owls occupied active colonies in much higher percentages than inactive colonies,Weak,Supports,NA,NA,Yes
85,VerCauteren et al,1,BTPD,BUOW,BUOW,USA,CO,Eastern Colorado,No,Shortgrass Prairie,Shortgrass Prairie,NA,NA,NA,40.842603,-104.091521,85,18,SHORTGRASS PRAIRIE,1999,1999,1,Spring/Summer,Apr-Aug,Breeding Season,Breeding Season,NA,NA,NA,"8,120,000",Cattle,Not specified (presumably suppressed),Not specified,Not specified,Not specified,Not specified,Occurrence,Transect,Roadside surveys,Presence/absence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reported,469,BUOW locations,Not calculating,Not calculating,Yes,No,Not mentioned,80% of BUOW locations were on BTPD towns,Weak,Supports,NA,NA,Yes
94,Baker et al 1999,1,WTPD,Artificial,General,USA,"WY, UT, CO","Coyote Basin, Moxa Arch, Shirley Basin",No,"Shortgrass Prairie, Sagebrush Steppe",Shortgrass Prairie,Sagebrush Steppe,NA,NA,41.40099,-108.40466,94,10,NORTHERN ROCKIES,1997,1997,1,Spring/Summer,May-June,Breeding Season,Breeding Season,NA,NA,NA,"1,000,000",Cattle,Not specified (presumably suppressed),Not specified,Not specified,Not specified,Not specified,Nesting,Artificial nests,Paired sites on and off colony,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nest predation rate,Paired t-test,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reported,"1,444",artificial nests,Not calculated,Not calculated,Yes,No,Not mentioned,Predation rates of artificial nests were HIGHER on BTPD colonies compared to off-colony. The author notes this may also be because of mesopredator release and how modern prairie dog towns are smaller and more fragmented.,Moderate,Does not support,NA,NA,No
95,Baker et al 2000,1,BTPD,Artificial,General,USA,"WY, SD","Thunder Basin NG, Badlands-Conata Basin",No,"Shortgrass Prairie, Sagebrush Steppe, Badlands, Mixed-grass Prairie",Shortgrass Prairie,Sagebrush Steppe,Badlands,Mixed-grass Prairie,43.855365,-103.566893,95,17,BADLANDS AND PRAIRIES,1998,1998,1,Spring/Summer,May-June,Breeding Season,Breeding Season,NA,NA,NA,"100,000",Bison & cattle,Not specified (presumably suppressed),Not specified,Not specified,Not specified,Not specified,Nesting,Artificial nests,Paired sites on and off colony,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nest predation rate,Paired t-test,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reported,"1,764",artificial nests,Not calculated,Not calculated,Yes,No,Not mentioned,Predation rates of artificial nests were HIGHER on BTPD colonies compared to off-colony. The author notes this may also be because of mesopredator release and how modern prairie dog towns are smaller and more fragmented.,Moderate,Does not support,NA,NA,No
219,D'Ostilio,1,BTPD,GOEA,Raptor,USA,CO,Northern Colorado,No,Shortgrass Prairie,Shortgrass Prairie,NA,NA,NA,40.275576,-105.213896,219,16,SOUTHERN ROCKIES/COLORADO PLATEAU,1952,1954,3,Spring/Summer,Apr-July,Breeding Season,Breeding Season,NA,NA,NA,Not specified,Cattle,Not specified (presumably suppressed),Not specified,Not specified,Not specified,Not specified,Diet,Nest searching,Summary of prey items at nest sites,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Frequency,%,NA,NA,NA,NA,Not reported,15,GOEA nests,Not calculating,Not calculating,Yes,No,Not mentioned,"The author notes the importance of prairie dogs in the diet of nesting Golden Eagles, placing them in the top 3 prey species.",Weak,NA,NA,Supports,Yes
220,Allison et al,1,BTPD,"FEHA, RLHA, BAEA",Raptor,USA,TX,Amarillo,No,Shortgrass Prairie,Shortgrass Prairie,NA,NA,NA,35.18529,-101.324585,220,18,SHORTGRASS PRAIRIE,1995,1995,1,Winter,Jan,Nonbreeding Season,Nonbreeding Season,NA,NA,NA,450,Cattle,Not specified (presumably suppressed),Not specified,Not specified,Not specified,Not specified,Diet,Behaviorial observation,Anecdote,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,observations,NA,NA,Yes,NA,NA,"The authors describe three instances of a raptor ""feeding frenzy"" where large numbers of Ferruginous Hawks clustered around a depredated prairie dog. They were also joined at different points by a Rough-legged Hawk and a Bald Eagle.",Weak,NA,NA,Supports,Yes
227,Gloyd,1,BTPD,"GOEA, BAEA",Raptor,USA,KS,Kansas (statewide),No,Mixed-grass Prairie,Mixed-grass Prairie,NA,NA,NA,38.60629,-98.699395,227,19,CENTRAL MIXED GRASS PRAIRIE,,Not specified,NA,Year-round,Jan-Dec,Year-round,Breeding Season,Postbreeding Migration,Nonbreeding Season,Prebreeding Migration,"21,310,000",Cattle,Not specified (presumably suppressed),Not specified,Not specified,Not specified,Not specified,Diet,Behaviorial observation,Nat history,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,NA,Mentions GOEA and BAEA eating prairie dogs,Weak,NA,NA,Supports,Yes
228,Jones,1,BTPD,"GOEA, FEHA, RTHA, BAEA, NOHA",Raptor,USA,CO,Boulder,No,Shortgrass Prairie,Shortgrass Prairie,NA,NA,NA,40.070693,-105.23364,228,18,SHORTGRASS PRAIRIE,1983,1988,6,Fall-Spring,Sep-Mar,"Nonbreeding, Migration",Postbreeding Migration,Nonbreeding Season,Prebreeding Migration,NA,"3,500",Cattle,Not specified (presumably suppressed),Not specified,Not specified,5,100,Occurrence,Transect,Car-based survey route + collected pellets,Relative density,raptors/route,linear regression,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reported,135,observations,Not calculating,Not calculating,Yes,No,Not mentioned,"GOEA, FEHA, and RTHA all hunted BTPDs, while BAEA and NOHA scavenged or kleptoparasitized them. Overall raptor density was positively correlated with prairie dog density. This was also the case for FEHA and RTHA but not BAEA or RLHA. Raptors declined notably following a plague event in the study area, except for RLHA which was not affected.",Strong,NA,NA,Supports,No
242,Bayless et al,2,GUPD,BUOW,BUOW,USA,AZ,Arizona (NE),No,Shortgrass Prairie,Shortgrass Prairie,NA,NA,NA,34.960418,-110.21079,242,16,SOUTHERN ROCKIES/COLORADO PLATEAU,2006,2006,1,Spring/Summer,Mar-July,Breeding Season,Breeding Season,NA,NA,NA,Not specified,"Cattle, sheep, and goats",Not specified (presumably suppressed),16.6,Not specified,Not specified,Not specified,Nesting,Nest searching,Comparing BUOW nests w/ random burrows,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nest site selection,NA,Wilcoxon signed rank,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reported,16,BUOW nests,Not calculating,Not calculating,Yes,No,Not mentioned,BUOW nest sites were associated with number of active burrows and total burrows,Moderate,Supports,NA,NA,No
242,Bayless et al,1,GUPD,BUOW,BUOW,USA,AZ,Arizona (NE),No,Shortgrass Prairie,Shortgrass Prairie,NA,NA,NA,34.960418,-110.21079,242,16,SOUTHERN ROCKIES/COLORADO PLATEAU,2006,2006,1,Spring/Summer,Mar-July,Breeding Season,Breeding Season,NA,NA,NA,Not specified,"Cattle, sheep, and goats",Not specified (presumably suppressed),16.6,Not specified,Not specified,Not specified,Occurrence,Transect,Comparing GUPD colonies with and without BUOW,Presence/absence,Binary,Mann-Whitney,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reported,33,GUPD colonies,Not calculating,Not calculating,Yes,No,Not mentioned,BUOW occupancy was not predicted by colony size or burrow availability,Moderate,Equivocal,NA,NA,No
242,Bayless et al,3,GUPD,BUOW,BUOW,USA,AZ,Arizona (NE),No,Shortgrass Prairie,Shortgrass Prairie,NA,NA,NA,34.960418,-110.21079,242,16,SOUTHERN ROCKIES/COLORADO PLATEAU,2006,2006,1,Spring/Summer,Mar-July,Breeding Season,Breeding Season,NA,NA,NA,Not specified,"Cattle, sheep, and goats",Not specified (presumably suppressed),16.6,Not specified,Not specified,Not specified,Nesting,Nest searching,Comparing successful and unsuccessful nests,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nest success,Binary,Chi-square,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reported,16,BUOW nests,Not calculating,Not calculating,Yes,No,Not mentioned,BUOW nest success was lower when closer to active and inactive burrows,Moderate,Does not support,NA,NA,No
243,Butts,1,BTPD,BUOW,BUOW,USA,OK,OK Panhandle,No,Shortgrass Prairie,Shortgrass Prairie,NA,NA,NA,36.856903,-100.469751,243,19,CENTRAL MIXED GRASS PRAIRIE,1971,1971,1,Winter,Feb-Mar,Nonbreeding Season,Nonbreeding Season,NA,NA,NA,"13,986",Cattle,Not specified (presumably suppressed),Not specified,Not specified,Not specified,Not specified,Occurrence,Mark-recapture,Mark-recapture and excavations of PD burrows to determine winter habitat use/migratory status of BUOW populations in the study area,Presence/absence,banded owls/site,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,marked BUOW,Not calculating,Not calculating,Yes,No,Not mentioned,"A small number of Burrowing Owls overwintered on PD towns in OK, roosting in PD burrows for shelter. The author summarizes prior evidence in the literature of BUOW use of PD burrows in winter, which is extensive. PD burrows act as refugia for the owls and allows them to winter in areas where they otherwise could not.",Weak,Supports,NA,NA,Yes
244,Conrey,1,BTPD,BUOW,BUOW,USA,CO,Pawnee NG,No,Shortgrass Prairie,Shortgrass Prairie,NA,NA,NA,40.842603,-104.091521,244,18,SHORTGRASS PRAIRIE,2005,2008,4,Spring-Early Fall,Apr-Sep,Breeding Season,Breeding Season,NA,NA,NA,"78,130",Cattle,Not specified (presumably suppressed),36.87,Not specified,0.31,187.25,Nesting,Nest searching,Nest searching,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nest distance,m,GLM,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reported,322,BUOW nests,Not calculating,Not calculating,Yes,No,Not mentioned,"Nests were more clustered on recently plagued towns, potentially because of increases in heterogeneity. However, BUOW did not nest on towns that were not recolonized by PDs",Strong,Equivocal,NA,NA,No
244,Conrey,2,BTPD,BUOW,BUOW,USA,CO,Pawnee NG,No,Shortgrass Prairie,Shortgrass Prairie,NA,NA,NA,40.842603,-104.091521,244,18,SHORTGRASS PRAIRIE,2005,2008,4,Spring-Early Fall,Apr-Sep,Breeding Season,Breeding Season,NA,NA,NA,"78,130",Cattle,Not specified (presumably suppressed),36.87,Not specified,0.31,187.25,Nesting,Nest searching,Nest searching,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nest success,Binary,GLM,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reported,322,BUOW nests,Not calculating,Not calculating,Yes,No,Not mentioned,"BUOW had higher nest success on recently plagued towns, most likely due to increases in burrow availability. However, BUOW did not nest on towns that were not recolonized by PDs",Strong,Equivocal,NA,NA,No
252,Teaschner,1,BTPD,BUOW,BUOW,USA,TX,Lubbock,No,Shortgrass Prairie,Shortgrass Prairie,NA,NA,NA,35.320435,-101.566858,252,18,SHORTGRASS PRAIRIE,2003,2005,3,Year-round,Sep-Apr,"Breeding, Nonbreeding",Breeding Season,Nonbreeding Season,NA,NA,Not specified,Cattle,Not specified (presumably suppressed),Not specified,Not specified,2.9,11.6,Nesting,Nest searching,Nest searching at urban and rural sites,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nest site selection,nests/site,Linear regression,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reported,98,BUOW nests,Not calculating,Not calculating,Yes,No,Not mentioned,Number of BUOW nests increased with colony size and burrow availability,Moderate,Supports,NA,NA,No
254,Woodard,4,BTPD,BUOW,BUOW,USA,CO,Pawnee NG,No,Shortgrass Prairie,Shortgrass Prairie,NA,NA,NA,40.842603,-104.091521,254,18,SHORTGRASS PRAIRIE,1999,2000,2,Spring/Summer,May-Aug,Breeding Season,Breeding Season,NA,NA,NA,"78,130",Cattle,Not specified (presumably suppressed),Not specified,Not specified,Not specified,Not specified,Nesting,Nest searching,Nest searching,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Frequency,%,NA,NA,NA,NA,Reported,2532,individuals,Not calculating,Not calculating,Yes,No,Not mentioned,"BUOW diet consisted of invertebrates and vertebrates that are known to be more abundant on prairie dog towns (e.g., beetles, mice). ",Weak,Supports,NA,NA,Yes
254,Woodard,1,BTPD,BUOW,BUOW,USA,CO,Pawnee NG,No,Shortgrass Prairie,Shortgrass Prairie,NA,NA,NA,40.842603,-104.091521,254,18,SHORTGRASS PRAIRIE,1999,2000,2,Spring/Summer,May-Aug,Breeding Season,Breeding Season,NA,NA,NA,"78,130",Cattle,Not specified (presumably suppressed),Not specified,Not specified,Not specified,Not specified,Nesting,Nest searching,Nest searching,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nest success,Binary,GLM,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reported,197,BUOW nests,Not calculating,Not calculating,Yes,No,Not mentioned,"Smaller PD towns had higher nest densities, nest success, and productivity for unclear reasons. BUOW also had lower nest success and lower productivity where PD colonies experienced recreational shooting.",Strong,Equivocal,NA,NA,No
254,Woodard,2,BTPD,BUOW,BUOW,USA,CO,Pawnee NG,No,Shortgrass Prairie,Shortgrass Prairie,NA,NA,NA,40.842603,-104.091521,254,18,SHORTGRASS PRAIRIE,1999,2000,2,Spring/Summer,May-Aug,Breeding Season,Breeding Season,NA,NA,NA,"78,130",Cattle,Not specified (presumably suppressed),Not specified,Not specified,Not specified,Not specified,Nesting,Nest searching,Nest searching,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nest density,nests/ha,GLM,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reported,197,BUOW nests,Not calculating,Not calculating,Yes,No,Not mentioned,"Smaller PD towns had higher nest densities, nest success, and productivity for unclear reasons. BUOW also had lower nest success and lower productivity where PD colonies experienced recreational shooting.",Assess,Equivocal,NA,NA,No
254,Woodard,3,BTPD,BUOW,BUOW,USA,CO,Pawnee NG,No,Shortgrass Prairie,Shortgrass Prairie,NA,NA,NA,40.842603,-104.091521,254,18,SHORTGRASS PRAIRIE,1999,2000,2,Spring/Summer,May-Aug,Breeding Season,Breeding Season,NA,NA,NA,"78,130",Cattle,Not specified (presumably suppressed),Not specified,Not specified,Not specified,Not specified,Nesting,Nest searching,Nest searching,NA,NA,NA,NA,NA,NA,NA,NA,NA,Productivity,fledglings/nest,GLM,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reported,197,BUOW nests,Not calculating,Not calculating,Yes,No,Not mentioned,"Smaller PD towns had higher nest densities, nest success, and productivity for unclear reasons. BUOW also had lower nest success and lower productivity where PD colonies experienced recreational shooting.",Assess,Equivocal,NA,NA,No
256,Desmond et al,1,BTPD,BUOW,BUOW,USA,NE,Western Nebraska,No,"Mixed-grass Prairie, Shortgrass Prairie",Mixed-grass Prairie,Shortgrass Prairie,NA,NA,42.316848,-103.904049,256,18,SHORTGRASS PRAIRIE,1989,1991,3,Spring/Summer,May-July,Breeding Season,Breeding Season,NA,NA,NA,Not specified,Cattle,Not specified (presumably suppressed),Not specified,Not specified,0.2,240,Nesting,Nest searching,Nest searching on PD towns and badger pasture,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nest density,nests/ha,Linear regression,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reported,297,BUOW nests,Not calculating,Not calculating,Yes,No,Not mentioned,BUOW nests increased with colony size even as density decreased. BUOW may be limited by lack of burrows in pastures with badgers compared to PD towns,Strong,Supports,NA,NA,No
265,MacLaren et al,1,WTPD,"GOEA, FEHA, RTHA, PRFA",Raptor,USA,WY,Medicine Bow,No,Sagebrush Steppe,Sagebrush Steppe,NA,NA,NA,43.707064,-105.826173,265,17,BADLANDS AND PRAIRIES,1981,1982,2,Spring/Summer,Apr-Aug,Breeding Season,Breeding Season,NA,NA,NA,"71,500",Cattle,Not specified (presumably suppressed),Not specified,Not specified,Not specified,Not specified,Diet,Diet analysis,Prey remains collected from nests,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Frequency,%,Chi-square,Biomass,g,Chi-square,Reported,951,prey remains,Not calculating,Not calculating,Yes,No,Not mentioned,"WTPD were consistently an important species by frequency and biomass for each of the four raptor species studied, although they were never the most frequent or most dense prey item. Prairie Falcons in particular consumed WTPD. ",Moderate,NA,NA,Supports,No
